lsoa,60plus_perc,females_perc,employment_score,crime_score,outdoor_environment_score,lvl_4plus_perc
E01016234,19.371282922684788,50.43478260869565,0.032,-1.585,-1.4580000000000002,30.640083945435467
E01016235,16.187594553706504,50.03734129947721,0.032,-0.732,-1.358,33.45794392523365
E01016236,15.785861358956758,51.39275766016714,0.083,-0.8109999999999999,-1.249,18.867924528301888
E01016237,15.612161051766641,49.958018471872386,0.036000000000000004,-0.71,-1.223,30.89947089947089
E01016238,32.57575757575758,51.215559157212326,0.052000000000000005,-0.382,-0.883,28.68142444658325
E01016239,21.242484969939877,51.67785234899329,0.08800000000000001,-0.105,-1.016,18.693134822167078
E01016240,17.326411421155093,50.94462540716612,0.114,0.394,-0.421,17.387687188019967
E01016241,18.215384615384615,50.24752475247525,0.119,0.316,-0.94,19.286871961102108
E01016242,14.844649021864214,50.98379629629629,0.14,-0.479,-1.25,21.094890510948908
E01016243,10.593792172739539,49.866488651535384,0.041,-1.395,-1.443,39.087656529517005
E01016245,11.09720483938256,50.2327549724926,0.029,-1.179,-1.426,41.19286510590858
E01016246,10.552451893234016,53.21969696969697,0.019,-1.271,-1.402,45.13651877133106
E01016247,8.407341622261692,49.939540507859746,0.036000000000000004,-1.281,-1.28,38.521400778210115
E01016248,21.461187214611872,53.07841866493843,0.092,0.39,-0.777,21.689683184402924
E01016249,19.37879810938555,49.420586230402186,0.17,0.611,-0.945,23.3278955954323
E01016250,24.099378881987576,51.34291068082448,0.079,0.446,-0.397,25.784238714613608
E01016252,30.77464788732394,50.28368794326242,0.053,-0.6970000000000001,-0.33,32.61231281198003
E01016253,16.31504922644163,50.75268817204303,0.039,-0.99,-1.1740000000000002,44.103547459252155
E01016254,29.216867469879517,51.155853840417606,0.07,-0.96,-1.167,29.54144620811288
E01016255,27.62619372442019,46.29139072847682,0.042,0.192,-1.265,38.778877887788774
E01016256,23.669309173272936,48.31139095592445,0.033,-0.222,-1.062,49.38892882818117
E01016257,25.48148148148148,52.138643067846616,0.027000000000000003,-0.653,-1.128,54.21800947867299
E01016258,32.95904887714663,49.351491569390404,0.069,-0.228,-1.125,20.70552147239264
E01016259,20.3751617076326,50.451612903225815,0.044,-0.111,-1.035,25.161290322580644
E01016260,23.60788863109049,49.88304093567251,0.046,-0.102,-1.023,28.582034149962894
E01016261,13.546798029556653,51.2446873102611,0.037000000000000005,-1.406,-1.227,30.43137254901961
E01016262,33.25925925925926,51.4179104477612,0.034,-0.7559999999999999,-1.058,20.82585278276481
E01016263,18.69078380706288,50.13286093888397,0.036000000000000004,0.25,-0.6759999999999999,42.14628297362111
E01016264,16.091245376078913,44.25216316440049,0.045,-0.762,-0.954,36.95067264573992
E01016265,27.08192281651997,50.4394861392833,0.044,0.092,-1.38,42.20338983050848
E01016266,26.79217958001448,49.6,0.056,-0.853,-0.6890000000000001,38.60127157129882
E01016267,23.50852272727273,50.21067415730337,0.028,-0.43,-1.392,42.239858906525576
E01016268,24.431818181818183,50.439146800501874,0.099,0.058,-1.389,28.29581993569132
E01016269,22.782114975159693,49.609097370291394,0.048,0.485,-0.8079999999999999,37.99126637554585
E01016270,14.486921529175053,51.307189542483655,0.035,-0.855,-1.378,41.915641476274146
E01016271,23.778264040846096,51.106352605281955,0.122,0.004,-0.942,18.35871404399323
E01016272,22.0703125,50.226830848995455,0.038,0.196,-0.94,35.01577287066246
E01016273,20.922677063027944,53.104359313077936,0.152,0.711,-0.841,17.902813299232733
E01016274,21.57434402332361,49.42279942279942,0.068,-0.102,-1.065,29.09579230080573
E01016275,12.979152656355078,51.63265306122449,0.051,-0.049,-0.659,26.128472222222207
E01016276,11.350974930362115,50.50985723997281,0.052000000000000005,-0.083,-0.266,26.052631578947373
E01016277,24.841972187104933,47.081218274111684,0.038,0.235,-0.894,37.356828193832605
E01016278,12.556732223903177,45.053272450532724,0.018000000000000002,-0.7829999999999999,-1.179,40.6659939455096
E01016279,14.312796208530806,49.690328727965706,0.099,0.545,-0.282,24.850657108721624
E01016280,18.41825902335456,50.3003823047515,0.1,0.173,-0.823,20.711297071129707
E01016281,21.585279547062985,48.593530239099856,0.053,-0.115,-0.515,27.598253275109172
E01016282,16.712141882673947,49.966101694915245,0.041,-0.8009999999999999,-1.236,32.99145299145299
E01016283,20.525783619818,62.51859196826971,0.037000000000000005,-0.7020000000000001,-1.095,38.75698324022346
E01016284,23.218066337332395,51.28383067314365,0.034,-0.221,-0.868,35.85237258347979
E01016285,23.255813953488367,48.90144381669806,0.043,-1.054,-1.22,36.728147554129905
E01016286,18.835192069392807,48.05856142584341,0.051,-0.98,-1.487,39.10891089108911
E01016287,19.106529209621996,51.2295081967213,0.047,-0.6,-1.5719999999999998,37.21541155866901
E01016288,25.529340592861466,51.181102362204726,0.036000000000000004,-0.075,-1.558,36.4936042136945
E01016289,37.94799718903725,51.786965662228454,0.032,-1.202,-1.355,45.10961214165261
E01016290,25.33762057877814,50.35506778566818,0.058,-0.698,-1.403,39.15515840779854
E01016291,22.38388360380526,50.701065619742,0.055,-0.906,-0.954,43.55195283714075
E01016292,20.80335731414868,50.24968789013733,0.06,-0.525,-1.255,27.55102040816326
E01016293,16.285613788251847,51.1177347242921,0.073,-0.075,-1.366,31.78967679691269
E01016294,22.347480106100804,49.3636972538513,0.043,0.036000000000000004,-0.823,32.82868525896414
E01016295,11.748998664886516,51.29568106312292,0.221,0.898,-1.22,17.78185151237397
E01016296,27.683615819209038,53.035143769968045,0.065,-0.149,-1.3430000000000002,27.59666413949963
E01016297,26.913099870298314,51.42302716688228,0.071,0.106,-1.606,20.7258064516129
E01016298,30.25064822817632,51.70357751277683,0.05,-0.4,-1.632,35.25954946131244
E01016299,23.297002724795643,49.86504723346828,0.048,-0.7490000000000001,-1.345,30.890924229808487
E01016300,25.920873124147338,50.92402464065708,0.06,-0.224,-1.626,36.43344709897611
E01016301,25.490196078431374,49.27461139896373,0.036000000000000004,0.354,-1.6669999999999998,37.90523690773068
E01016302,21.927710843373493,49.239196591600724,0.039,-0.004,-1.61,36.809815950920246
E01016303,27.35849056603773,51.15489130434783,0.039,-0.24,-1.144,35.7930449533503
E01016304,24.951892238614487,50.129533678756474,0.059,0.313,-1.073,30.054644808743173
E01016305,28.200972447325768,51.325301204819276,0.055,0.35,-0.959,28.63805970149253
E01016306,24.550898203592812,48.32572298325723,0.121,-0.741,-1.579,19.92409867172676
E01016307,27.47524752475248,51.539912005028285,0.08199999999999999,-0.485,-1.202,30.37272006344171
E01016308,25.816649104320334,50.10593220338985,0.046,-0.062,-1.298,44.42190669371197
E01016309,23.69000440334655,48.601864181091884,0.061,0.211,-1.019,36.734693877551024
E01016310,25.83106267029973,53.76940133037694,0.103,0.21600000000000005,-1.317,25.57046979865772
E01016311,26.552984165651647,49.87577639751552,0.056,0.767,-1.18,42.34363767074048
E01016312,16.105644743656136,50.257731958762896,0.102,0.778,-1.177,36.316133246244284
E01016313,25.5,52.886405959031656,0.048,0.175,-0.6729999999999999,39.25019127773527
E01016314,28.14761215629523,49.085588880760795,0.026,-0.222,-0.547,47.95918367346938
E01016315,31.39974779319041,50.411132194813405,0.034,-0.56,-0.726,36.26865671641792
E01016316,22.46450304259635,51.2012012012012,0.045,-0.243,-0.924,36.46915088576665
E01016317,27.401129943502823,50.771388499298745,0.123,-0.7609999999999999,-0.361,37.18723037100949
E01016318,24.708926261319533,51.004536616979905,0.039,-0.952,-0.705,29.32692307692308
E01016319,32.429174201326106,54.098360655737714,0.077,-0.126,-0.866,34.137426900584785
E01016320,24.309000708717218,49.56521739130435,0.086,0.108,-0.684,37.663469921534436
E01016321,22.563767168083714,48.887390424814555,0.118,-0.413,-1.163,33.040000000000006
E01016322,28.000000000000004,49.65089216446857,0.034,-0.977,-0.884,41.76356589147287
E01016323,33.651726671565015,52.35336712527155,0.06,0.428,-1.25,32.504288164665525
E01016324,27.785613540197463,50.57471264367817,0.055,-0.856,-1.215,31.496062992125978
E01016325,24.95201535508637,50.325097529258784,0.107,0.513,-1.375,21.48209825145712
E01016326,30.044510385756677,52.701702442635096,0.036000000000000004,0.126,-0.448,41.83673469387755
E01016327,21.746431570109152,49.66555183946488,0.053,-0.7559999999999999,-0.958,38.812301166489924
E01016328,22.53121452894439,51.96357427433124,0.054000000000000006,0.67,-0.831,27.814088598402325
E01016329,12.781954887218044,50.034223134839145,0.029,-0.7290000000000001,-1.324,27.639484978540768
E01016330,18.867924528301888,51.19718309859154,0.063,0.118,-0.9,25.40494458653027
E01016331,15.061728395061731,51.53029356652093,0.085,0.204,-0.916,20.47177759056445
E01016332,35.15269655620533,51.45067698259189,0.09,0.099,-0.8029999999999999,22.857142857142854
E01016333,11.469265367316346,50.886661526599845,0.037000000000000005,-0.14,-1.084,38.888888888888886
E01016334,13.38311315336014,49.79827089337175,0.081,-0.092,-1.0490000000000002,27.97256097560976
E01016335,17.823042647994907,48.78205128205128,0.036000000000000004,-0.225,-1.23,31.102040816326532
E01016336,17.91633780584057,50.78247261345853,0.181,0.261,-1.158,13.708820403825715
E01016337,18.35443037974684,49.472234970169794,0.084,-0.237,-1.48,22.681630242173657
E01016338,16.436170212765962,49.62805526036132,0.035,-0.598,-1.102,31.006711409395965
E01016339,15.418206247900569,48.30072090628219,0.102,-0.7709999999999999,-1.457,32.93598233995585
E01016340,23.67758186397985,49.84106802288621,0.091,0.175,-0.971,20.73365231259968
E01016341,17.75106082036775,49.21540656205421,0.083,-0.056,-1.233,20.036264732547604
E01016342,12.959183673469386,48.449415353329954,0.041,-0.009000000000000001,-0.926,23.84910485933505
E01016343,26.66666666666667,49.93093922651935,0.039,-0.851,-1.39,22.047894302229558
E01016344,22.893165228931647,51.94892473118279,0.096,-0.461,-0.945,27.310231023102308
E01016345,17.223459539717894,49.88864142538976,0.052000000000000005,-0.314,-1.293,28.42304060434372
E01016346,20.27439024390244,50.074962518740634,0.123,0.52,-0.271,28.378378378378372
E01016347,22.069417157825804,49.39759036144578,0.107,0.912,-0.596,34.42001516300228
E01016348,13.527980535279806,49.50592885375494,0.083,0.264,-0.349,35.3737492642731
E01016349,28.594771241830067,49.1869918699187,0.037000000000000005,-1.139,-0.447,23.5
E01016350,25.96216568819309,50.524246395806024,0.056,-1.093,-0.748,21.688741721854306
E01016353,8.193979933110366,46.243739565943244,0.128,0.995,1.539,36.08870967741936
E01016355,8.58050847457627,46.94989106753814,0.052000000000000005,0.636,0.988,50.19582245430809
E01016356,7.455853499018966,49.06872190109184,0.14300000000000002,0.6459999999999999,0.522,34.22818791946309
E01016357,7.9829372333942725,45.92326139088729,0.099,1.301,0.907,42.10914454277287
E01016358,8.192090395480225,46.46171693735499,0.13,0.542,1.602,32.53012048192771
E01016359,9.230769230769232,50.88389870998567,0.103,0.375,1.104,29.78177150192555
E01016360,7.2041984732824424,46.62129314535732,0.114,0.5429999999999999,1.199,26.48171500630517
E01016361,8.422234699606964,50.0286861732645,0.109,0.913,0.904,32.59911894273127
E01016362,18.872870249017037,49.933949801849394,0.083,0.199,1.4480000000000002,47.32824427480916
E01016363,6.506287588846363,52.41935483870967,0.16,-0.16,0.568,31.058282208588963
E01016364,19.327129563350034,50.35360678925036,0.043,-0.006,0.757,56.25546806649169
E01016365,13.803680981595091,48.138801261829656,0.054000000000000006,0.369,1.32,52.43362831858407
E01016366,17.68837803320562,49.74715549936789,0.08199999999999999,-0.314,1.255,41.34387351778656
E01016367,16.047828823159218,50.697084917617246,0.11,-0.109,1.247,34.731012658227854
E01016368,15.357142857142858,51.06232294617564,0.193,1.05,0.411,11.895551257253384
E01016369,25.751879699248125,51.40361821584529,0.128,0.252,0.377,17.328244274809162
E01016370,7.079646017699115,51.762043323634,0.022,-0.062,0.34600000000000003,24.21493370551291
E01016371,21.295740851829635,51.04853205512283,0.087,0.938,0.4,39.762611275964396
E01016372,13.460015835312747,51.334379905808476,0.232,0.7440000000000001,0.495,15.376344086021506
E01016373,11.34704711347047,51.55115511551155,0.17800000000000002,0.8029999999999999,0.147,21.532846715328464
E01016374,7.380073800738008,48.1549815498155,0.065,0.514,0.856,48.36125273124544
E01016375,10.069713400464755,49.60254372019078,0.127,0.301,1.004,33.108758421559195
E01016376,12.491824722040551,48.990228013029316,0.096,0.76,1.01,40.987284966342564
E01016377,11.702127659574465,48.628884826325404,0.134,0.72,0.392,23.538461538461537
E01016378,4.974916387959866,46.56745079212674,0.099,0.231,1.3030000000000002,51.98019801980198
E01016379,6.840022611644998,44.914285714285704,0.06,0.6759999999999999,1.268,47.16732542819499
E01016380,20.572450805008945,50.63907486305539,0.052000000000000005,-0.194,-0.091,27.73998488284203
E01016381,15.468856947296374,50.617283950617285,0.141,0.4370000000000001,0.162,20.14925373134329
E01016382,14.301738642736963,50.97365406643757,0.17,0.21600000000000005,0.838,19.726858877086496
E01016383,16.00817438692098,53.23450134770889,0.076,-0.546,0.13699999999999998,23.618090452261306
E01016384,25.108493490390572,50.335980452046435,0.058,-0.303,0.605,41.530460624071324
E01016385,19.49569495694957,51.38055222088835,0.066,-0.222,0.14300000000000002,23.682200152788386
E01016386,34.52702702702703,50.96153846153846,0.03,-0.937,0.19,55.05804311774462
E01016387,27.030539311241064,50.29051000645578,0.037000000000000005,-1.063,0.08199999999999999,51.1437908496732
E01016388,22.72727272727273,51.56794425087108,0.094,0.197,0.57,31.852472757753574
E01016389,10.878417684700407,53.16820276497696,0.19,0.002,-0.049,21.978913219789128
E01016390,16.50671785028791,48.116883116883116,0.1,0.319,1.116,50.92114959469418
E01016391,8.944444444444443,49.97275204359673,0.126,1.015,0.962,42.81786941580757
E01016392,19.200779727095515,48.45663890249877,0.08800000000000001,0.615,0.503,43.08897593732512
E01016393,23.578811369509047,50.57915057915058,0.104,0.225,0.733,40.108191653786704
E01016394,26.141384388807072,53.87453874538746,0.23,0.344,0.653,14.07766990291262
E01016395,28.91911238367931,52.1613832853026,0.08199999999999999,0.133,0.637,24.54308093994778
E01016396,20.424836601307188,50.58823529411765,0.174,-0.044,0.094,17.677824267782427
E01016397,15.849563465413029,52.69590222861251,0.201,0.562,0.493,18.529411764705888
E01016398,8.004640371229698,48.941176470588246,0.079,0.16,0.473,31.93087903831705
E01016399,15.470383275261323,48.09322033898305,0.07400000000000001,0.015,0.147,35.95406360424028
E01016400,13.79310344827586,49.35854152599594,0.115,0.606,0.7490000000000001,31.881676253081352
E01016401,19.154557463672393,49.43671305500331,0.053,0.032,0.841,49.5665878644602
E01016402,6.369080021774633,49.50287807430664,0.051,-0.247,0.465,28.263546798029555
E01016403,13.858835651725915,48.74423372629421,0.062,0.009000000000000001,0.516,50.25906735751296
E01016404,8.693540553666828,48.78048780487804,0.077,-0.254,1.16,40.486587648159706
E01016405,6.769825918762089,45.887445887445885,0.075,0.041,1.135,36.2967504598406
E01016406,9.132124352331607,46.62921348314607,0.073,1.59,1.695,36.111111111111114
E01016407,30.22014676450968,51.32275132275132,0.032,0.027000000000000003,0.182,39.35907970419064
E01016408,21.172638436482085,50.23286759813706,0.062,-0.773,-0.155,25.671140939597315
E01016409,32.82621416032768,53.55892648774797,0.087,-0.591,0.064,31.751570132588967
E01016410,22.73853779429988,51.154313487241794,0.036000000000000004,-0.188,0.17800000000000002,39.250936329588015
E01016411,36.14993646759848,52.132399745385115,0.05,-1.228,-0.252,40.40247678018576
E01016412,19.769673704414586,51.64622336991608,0.047,-0.927,0.038,31.074380165289256
E01016413,10.568669527896995,51.13378684807257,0.024,0.642,0.8590000000000001,42.71419637273296
E01016414,10.131894484412472,48.07453416149068,0.042,0.177,0.684,57.14285714285714
E01016415,18.557336621454997,47.79639975170701,0.172,0.294,0.344,24.875621890547265
E01016416,5.6854074542008854,46.48747709224191,0.056,0.406,1.702,36.59029649595689
E01016417,8.587896253602302,49.07300115874855,0.059,0.035,0.735,34.72858077174624
E01016418,7.379612257661037,50.487804878048784,0.033,-0.128,0.384,38.74309392265193
E01016419,18.9767995240928,50.38805970149254,0.094,0.374,0.4970000000000001,35.0
E01016420,13.059163059163058,52.04301075268817,0.214,0.103,0.63,12.108980827447025
E01016421,29.179104477611943,53.49544072948328,0.096,0.5539999999999999,0.59,18.721461187214608
E01016422,33.96501457725948,53.12729948491538,0.14300000000000002,-0.579,0.264,22.617987533392697
E01016423,22.93333333333333,54.45945945945946,0.141,-0.107,0.264,15.518744551002614
E01016424,21.85380557648832,50.49130763416477,0.047,-0.535,0.263,31.379962192816638
E01016425,19.64490263459336,50.2262443438914,0.04,-0.78,-0.081,51.846269781461935
E01016426,21.393034825870647,51.276595744680854,0.036000000000000004,-0.989,0.171,61.516587677725106
