lsoa,60plus_perc,females_perc,employment_score,crime_score,outdoor_environment_score,lvl_4plus_perc
E01002583,15.158636897767336,49.589683470105506,0.08900000000000001,1.094,1.044,31.31539611360239
E01002584,12.82051282051282,46.65878178592549,0.08199999999999999,0.388,0.993,27.936746987951803
E01002585,13.76854599406528,48.334342822531795,0.135,0.691,1.335,24.56538170823885
E01002586,15.674720094284028,47.39393939393939,0.064,0.35700000000000004,1.203,26.976069615663523
E01002587,18.16737288135593,48.865435356200535,0.105,1.104,1.3430000000000002,31.932773109243694
E01002588,12.281690140845072,52.763532763532766,0.21600000000000005,0.322,0.655,16.273584905660385
E01002589,11.71088746569076,48.890010090817356,0.122,0.228,0.243,23.09223623092236
E01002590,16.493775933609957,50.951604132680814,0.08199999999999999,0.361,0.957,22.872702518720217
E01002591,17.559863169897376,50.66512434933488,0.105,-0.29,0.348,16.005767844268206
E01002592,17.94747081712062,51.37568784392196,0.092,-0.253,0.6940000000000001,20.735573874445148
E01002593,21.69066418950302,49.33899905571293,0.099,0.496,1.409,22.32192933258553
E01002594,16.019417475728158,50.10235414534289,0.129,0.306,0.825,25.16425755584757
E01002595,15.81067472306143,49.53222453222453,0.139,0.359,1.16,18.733509234828496
E01002596,4.601861427094105,45.69138276553106,0.084,0.37,0.146,24.018324607329845
E01002598,11.201298701298699,50.65217391304348,0.109,1.082,0.894,17.828900071890725
E01002599,12.05412054120541,52.333540759178604,0.123,0.575,0.464,18.927973199329983
E01002600,15.683732987686325,50.065616797900255,0.112,0.561,0.401,16.031195840554595
E01002601,10.400478182904962,48.70870870870871,0.061,0.489,0.502,24.33947157726181
E01002602,14.733333333333334,51.320243737305354,0.056,-0.106,0.287,20.99827882960413
E01002603,9.904474610356962,51.611226611226606,0.106,0.527,0.619,26.07142857142857
E01002604,8.69815668202765,50.0865551067513,0.184,0.958,0.395,17.097581317764803
E01002605,17.74278215223097,51.326475365457505,0.14,0.693,1.105,19.660537482319654
E01002606,16.486810551558758,50.761730652041436,0.192,0.573,0.614,13.873295910184446
E01002607,13.487669854051335,50.85803432137286,0.097,0.406,0.7070000000000001,22.70861833105335
E01002608,16.365754222481073,51.601630751310424,0.16,1.376,0.862,20.10827532869296
E01002609,19.420289855072465,49.76878612716764,0.071,0.508,0.634,22.698072805139194
E01002610,18.15346225826575,52.17391304347826,0.136,0.862,0.7879999999999999,16.791979949874687
E01002611,16.264367816091955,50.70028011204482,0.106,0.7859999999999999,0.815,21.199143468950744
E01002612,17.47919143876338,51.55688622754491,0.118,1.163,1.388,23.18731117824773
E01002613,15.950226244343892,49.23339011925042,0.078,0.096,0.6920000000000001,19.97126436781609
E01002614,13.357778941854374,50.0,0.059,0.023,0.7090000000000001,26.572438162544174
E01002615,15.03957783641161,50.40816326530613,0.16899999999999998,0.852,0.47,19.143356643356643
E01002616,20.43010752688172,49.92764109985528,0.096,0.479,0.5760000000000001,18.3803457688808
E01002617,19.83678593848085,50.94102885821832,0.058,-0.116,0.371,25.731895223420647
E01002618,16.836734693877553,48.97610921501707,0.07,0.386,0.945,32.40611961057024
E01002619,18.83016931759877,47.6773864216437,0.087,0.395,1.294,31.049654305468263
E01002620,13.269639065817412,49.37871420853593,0.122,0.11,1.117,30.52090975788701
E01002621,13.885778275475927,48.76169510181618,0.107,0.7,0.878,30.876216968011132
E01002622,15.675990675990677,48.8157134604275,0.077,0.84,1.269,32.18637992831541
E01002623,15.074183976261127,48.29034193161368,0.14800000000000002,0.465,1.084,31.744811683320524
E01002624,13.93548387096774,48.23920265780729,0.103,0.8270000000000001,1.176,36.053288925895096
E01002625,16.435045317220546,49.19690660321238,0.08900000000000001,0.159,0.944,28.27687776141385
E01002626,17.636252296387017,49.44649446494465,0.092,0.6679999999999999,1.254,30.87248322147651
E01002627,12.864800476474093,49.338146811071,0.163,-0.421,0.8290000000000001,27.74746687451286
E01002628,16.725263686589653,49.22680412371135,0.066,0.238,0.7879999999999999,36.438529784537394
E01002629,16.163003663003664,49.640632486823186,0.09,0.609,1.1740000000000002,38.19951338199513
E01002630,14.106939704209328,47.964601769911496,0.065,0.6990000000000001,1.289,42.79411764705882
E01002631,11.198547215496365,48.157248157248155,0.113,0.462,0.88,27.170418006430868
E01002632,16.268980477223426,48.58078602620088,0.077,0.417,1.276,32.6896551724138
E01002633,13.266509433962266,51.795496043822276,0.193,0.474,0.608,19.54765751211632
E01002634,11.12391930835735,52.10280373831775,0.16899999999999998,0.575,0.767,17.574257425742573
E01002635,16.525662718556116,48.431260695949796,0.076,1.045,1.405,32.813607370659106
E01002636,16.32453567937439,49.305555555555564,0.084,0.371,0.959,27.058823529411764
E01002637,12.209648600357356,49.18625678119349,0.14800000000000002,0.581,1.636,19.705197827773468
E01002638,14.261931187569369,50.466264399341746,0.132,1.49,0.895,18.521229868228406
E01002639,17.197452229299365,47.32824427480916,0.068,0.69,0.662,41.23422159887798
E01002640,13.501882732651962,45.83333333333333,0.043,1.351,1.176,47.06270627062706
E01002641,14.256722475900556,49.32712215320912,0.086,1.179,1.089,37.285986049461
E01002642,11.239449133718347,45.835411471321706,0.063,1.193,1.241,41.383570105003095
E01002643,19.521571977787264,49.71603320227174,0.102,0.375,1.15,35.73347662547018
E01002645,14.476190476190474,47.517039922103216,0.098,1.456,1.518,35.238656452563355
E01002646,10.889645114244043,49.8015873015873,0.131,0.508,1.113,30.974632843791717
E01002647,11.081322609472744,50.835969272480796,0.114,0.342,0.542,30.912476722532592
E01002648,10.70916905444126,47.48977314986984,0.076,0.894,1.099,37.52354048964218
E01002649,10.482615464452516,48.524590163934434,0.096,1.11,0.778,38.415043653458696
E01002650,9.58904109589041,50.61576354679803,0.1,0.44,0.428,35.40587219343696
E01002651,13.912075681691705,48.20022497187851,0.096,0.563,0.8440000000000001,36.37000700770848
E01002652,15.526905829596412,48.55524079320113,0.092,0.4920000000000001,0.96,31.802366040361857
E01002653,16.91542288557214,48.317705460562614,0.07400000000000001,0.037000000000000005,0.66,30.74324324324325
E01002654,16.16499442586399,50.98039215686275,0.064,0.061,0.547,31.19777158774373
E01002655,16.860171630489653,49.38992042440319,0.065,0.963,0.5539999999999999,34.05370006548789
E01002656,19.48148148148148,50.53110773899848,0.077,-0.7090000000000001,0.611,31.301939058171747
E01002657,16.68426610348469,50.47974413646056,0.048,0.321,0.619,36.94915254237289
E01002658,18.621700879765395,48.7621905476369,0.036000000000000004,0.752,0.575,40.110905730129396
E01002659,18.96551724137931,51.716738197424895,0.075,0.177,0.524,25.311942959001783
E01002660,13.672768878718536,47.895335608646185,0.087,0.629,0.884,34.501718213058425
E01002661,17.33477789815818,47.160627366143856,0.09,0.607,1.108,33.524173027989825
E01002662,14.217098943323727,46.17308654327164,0.054000000000000006,0.85,1.035,41.23471170646477
E01002663,15.981308411214956,50.43394406943105,0.085,0.511,1.0,29.64071856287425
E01002664,12.818222420723536,48.39067702552719,0.135,1.15,1.301,35.5463347164592
E01002665,16.738197424892704,49.32014833127318,0.11,0.37,1.057,27.618308766485647
E01002666,13.605857230018305,43.260590500641854,0.086,0.064,0.674,30.668716372021517
E01002667,17.61158021712907,50.47679593134139,0.122,0.21600000000000005,0.715,38.95800933125972
E01002668,16.00985221674877,53.57497517378352,0.07400000000000001,0.3720000000000001,0.723,44.87179487179488
E01002669,11.744583808437856,51.5712682379349,0.17600000000000002,0.4920000000000001,0.725,25.78986039676708
E01002670,15.786516853932586,51.69833045480714,0.067,0.5589999999999999,0.965,33.64153627311522
E01002671,18.463371054198927,53.52622061482821,0.105,0.339,1.035,37.944066515495095
E01002672,12.034739454094293,51.2040557667934,0.125,0.268,0.845,31.78233438485805
E01002673,9.428223844282238,51.774785801713584,0.227,0.273,0.615,19.018404907975462
E01002674,18.12117843246248,47.80316344463972,0.047,0.7829999999999999,0.723,48.52835606604451
E01002675,13.450980392156866,50.36644951140065,0.056,0.234,0.737,45.572242361470735
E01002676,22.761849034523117,47.69679300291545,0.05,1.1740000000000002,1.031,47.8021978021978
E01002677,12.404580152671757,48.30670926517571,0.106,0.979,1.2990000000000002,42.265625
E01002678,17.851416354890436,49.32614555256065,0.052000000000000005,0.035,0.526,46.95081967213114
E01002679,17.61111111111111,49.691184727681076,0.047,-0.08,0.88,42.52717391304348
E01002680,15.80547112462006,45.850409836065566,0.067,0.815,1.032,47.28971962616822
E01002681,10.224558050645006,51.86621425109065,0.121,0.755,0.614,33.8125
E01002682,13.322231473771856,51.26881720430107,0.078,0.715,1.348,38.49918433931485
E01002683,12.288613303269448,50.661993769470406,0.052000000000000005,0.175,0.873,45.76693227091635
E01002684,15.410385259631491,51.30912162162162,0.1,0.573,1.243,43.584623065401885
E01002686,16.40396964389959,52.577903682719544,0.172,0.537,0.335,20.1271186440678
E01002687,15.16347237880496,48.916227299355604,0.044,0.6859999999999999,1.3869999999999998,62.542258282623386
E01002689,19.950124688279306,51.7981072555205,0.117,0.519,1.28,49.46070878274268
E01002690,15.882753919563735,50.88435374149661,0.052000000000000005,0.075,1.144,58.64093959731542
E01002691,17.00636942675159,51.37844611528822,0.057,-0.677,0.5820000000000001,48.69305451829725
E01002692,12.11453744493392,48.821548821548824,0.086,-0.048,1.49,52.46548323471402
E01002693,24.58165031736873,53.24675324675325,0.063,0.778,1.648,53.68991198375085
E01002694,12.411118293471233,55.28720626631854,0.232,1.192,2.165,30.33898305084745
E01002695,13.055403181568842,52.28070175438596,0.105,0.888,2.146,52.58152173913043
E01002696,13.906581740976643,50.965250965250966,0.084,1.041,2.412,61.278195488721806
E01002697,12.095639943741212,52.76453765490944,0.13699999999999998,0.77,2.349,29.35153583617747
E01002698,8.931777378815083,49.83034415899176,0.097,0.106,1.7380000000000002,61.00840336134453
E01002699,15.920716112531967,49.303251493032505,0.121,0.483,1.933,58.352059925093634
E01002700,18.055555555555557,47.834912043301756,0.066,1.163,2.239,67.51389992057189
E01002701,15.366001209921356,50.18963337547409,0.132,0.408,2.197,40.0591278640059
E01002702,8.852621167161226,49.66785896780787,0.157,0.743,2.329,39.665841584158414
E01002703,10.379882289994649,48.19571865443425,0.175,0.621,2.148,36.56387665198238
E01002704,12.422083704363313,45.086442220200176,0.145,-0.39,1.781,40.896956753870796
E01002706,12.057086614173226,51.19047619047619,0.119,0.615,2.046,40.77017114914426
E01002707,9.97275204359673,47.04519119351101,0.115,0.516,2.5810000000000004,52.899484536082475
E01002708,11.626794258373206,50.53057099545225,0.126,0.983,1.704,37.77908343125734
E01002709,15.127478753541073,49.42987457240593,0.17,0.841,2.099,34.383378016085786
E01002710,14.500601684717207,53.10262529832935,0.184,0.682,2.116,33.986435568952515
E01002711,8.058793715154588,47.49871067560598,0.116,0.063,1.807,52.229299363057315
E01002712,8.743169398907106,34.157303370786515,0.16,1.107,1.829,30.05635566687539
E01002713,21.99618563254927,52.34124438742784,0.227,1.421,2.006,24.03993855606759
E01002714,11.45952109464082,50.765606595995294,0.068,0.831,1.941,65.61427590940289
E01002715,11.334196891191711,52.21707478491066,0.194,0.949,1.943,29.49701619778346
E01002716,13.056636402939903,56.260869565217384,0.168,0.687,2.112,40.19396551724138
E01002717,15.522620904836195,50.72243346007605,0.111,1.212,2.016,54.41176470588235
E01002718,12.822014051522247,50.090307043949444,0.097,1.152,2.019,62.17127444369521
E01002719,16.853192890059248,53.69127516778524,0.083,1.4469999999999998,2.133,61.28526645768025
E01002720,9.584393553859202,55.44130248500429,0.217,0.885,1.879,32.00228180262407
E01002721,12.774806892453954,51.88962207558488,0.145,1.105,1.874,49.29676511954993
E01002722,15.573770491803279,50.3448275862069,0.194,1.34,1.95,37.96548592188918
E01002723,12.832929782082324,48.7246566383257,0.146,0.18,2.001,37.61682242990654
E01002724,8.555657773689052,44.55144450076026,0.042,-0.116,2.232,57.71739130434783
E01002725,12.013201320132016,47.29916897506924,0.14800000000000002,0.133,2.476,35.63873067534581
E01002726,10.623556581986145,47.57683215130024,0.157,0.21,2.412,51.12201963534362
E01002727,13.962033067973056,49.50738916256158,0.136,0.371,2.552,53.91061452513966
E01002728,7.874015748031495,52.47706422018349,0.097,1.054,2.536,43.86317907444668
E01002729,17.314930991217064,51.851851851851855,0.196,0.6679999999999999,2.354,50.0
E01002730,11.932773109243698,49.46659180235822,0.141,1.759,2.371,48.063492063492056
E01002731,8.098859315589353,46.836982968369824,0.1,1.477,2.311,53.6754507628294
E01002732,11.585691404164441,49.26829268292683,0.271,1.454,1.994,34.854497354497354
E01002733,11.807580174927116,52.29885057471264,0.08900000000000001,1.144,1.945,60.55646481178396
E01002734,7.880434782608696,49.94089834515368,0.265,1.713,2.512,28.253706754530484
E01002735,9.63785046728972,49.42249240121581,0.18,1.21,1.717,48.20916905444126
E01002736,23.166023166023173,52.468354430379755,0.255,0.853,1.658,22.416666666666664
E01002737,11.631419939577038,53.19366377107818,0.196,0.526,1.62,29.81843575418993
E01002738,15.997830802603035,52.66106442577031,0.125,1.364,1.787,57.27762803234503
E01002739,14.479392624728849,51.82561307901907,0.087,0.711,1.99,62.96296296296296
E01002740,11.276268580215275,50.10952902519168,0.069,1.442,2.277,70.91029023746701
E01002741,13.994743758212874,52.54461335095836,0.204,1.084,1.543,34.92462311557789
E01002742,13.059472716125073,49.45547725816784,0.066,0.962,1.814,67.64928193499622
E01002743,14.277144571085785,51.01674641148325,0.105,0.943,1.658,53.84615384615386
E01002744,12.320328542094455,48.05825242718447,0.113,0.9,1.656,59.550561797752806
E01002745,12.822299651567945,52.48807089297887,0.101,0.682,1.699,59.14149443561211
E01002747,11.6098144823459,46.05504587155964,0.08800000000000001,-0.552,1.252,57.93251974156497
E01002748,9.30388219544846,50.51124744376278,0.21600000000000005,1.814,2.567,44.89451476793249
E01002749,11.077389984825494,53.79939209726445,0.13699999999999998,0.86,1.732,48.265609514370674
E01002751,11.560364464692483,49.16481069042315,0.233,0.7659999999999999,2.029,33.40248962655601
E01002752,11.0397946084724,53.8107752956636,0.142,0.71,1.671,50.245901639344254
E01002753,13.661971830985912,51.99440167949614,0.152,0.7,1.328,39.23205342237061
E01002754,14.487179487179489,52.3209549071618,0.103,1.31,1.43,56.3162184189079
E01002755,16.155572176514585,51.734539969834096,0.274,1.171,1.609,36.660447761194035
E01002756,12.705530642750373,51.801801801801815,0.158,1.232,1.621,54.49688334817454
E01002757,11.573111573111571,54.91974877878575,0.14300000000000002,0.619,1.356,46.63072776280324
E01002758,10.28391167192429,50.317258883248726,0.22,1.159,1.633,32.757201646090536
E01002759,17.66871165644172,53.187613843351535,0.104,0.8420000000000001,1.307,52.85198555956679
